10	0.01	50	0.0001	1.16773134146	1.0806161860062342	195585.91
10	0.01	50	0.001	1.16773134146	1.0806161860062342	197597.52
10	0.01	50	0.01	1.16773134146	1.0806161860062342	190263.81
10	0.01	100	0.0001	1.16773134146	1.0806161860062342	377344.47
10	0.01	100	0.001	1.16773134146	1.0806161860062342	380100.79
10	0.01	100	0.01	1.16773134146	1.0806161860062342	379485.79
10	0.01	200	0.0001	1.16773134146	1.0806161860062342	755486.6
10	0.01	200	0.001	1.16773134146	1.0806161860062342	758371.16
10	0.01	200	0.01	1.16773134146	1.0806161860062342	753706.84
10	0.1	50	0.0001	1.0892321572	1.0436628560990138	187915.6
10	0.1	50	0.001	1.0892321572	1.0436628560990138	187892.45
10	0.1	50	0.01	1.0892321572	1.0436628560990138	187771.09
10	0.1	100	0.0001	1.0892321572	1.0436628560990138	376418.76
10	0.1	100	0.001	1.0892321572	1.0436628560990138	375979.93
10	0.1	100	0.01	1.0892321572	1.0436628560990138	375889.43
10	0.1	200	0.0001	1.0892321572	1.0436628560990138	751691.86
10	0.1	200	0.001	1.0892321572	1.0436628560990138	753426.62
10	0.1	200	0.01	1.0892321572	1.0436628560990138	752310.56
10	1.0	50	0.0001	1.03908310575	1.0193542591993852	188249.12
10	1.0	50	0.001	1.03908310575	1.0193542591993852	188176.6
10	1.0	50	0.01	1.03908310575	1.0193542591993852	191260.61
10	1.0	100	0.0001	1.03908310575	1.0193542591993852	378085.77
10	1.0	100	0.001	1.03908310575	1.0193542591993852	378680.47
10	1.0	100	0.01	1.03908310575	1.0193542591993852	380337.68
10	1.0	200	0.0001	1.03908310575	1.0193542591993852	760001.27
10	1.0	200	0.001	1.03908310575	1.0193542591993852	759260.19
10	1.0	200	0.01	1.03908310575	1.0193542591993852	758956.14
10	10.0	50	0.0001	0.995954462314	0.9979751812116809	189833.92
10	10.0	50	0.001	0.995954462314	0.9979751812116809	188312.52
10	10.0	50	0.01	0.995954462314	0.9979751812116809	191993.27
10	10.0	100	0.0001	0.995954462314	0.9979751812116809	379035.46
10	10.0	100	0.001	0.995954462314	0.9979751812116809	380356.79
10	10.0	100	0.01	0.995954462314	0.9979751812116809	381939.82
10	10.0	200	0.0001	0.995954462314	0.9979751812116809	760762.28
10	10.0	200	0.001	0.995954462314	0.9979751812116809	761524.04
10	10.0	200	0.01	0.995954462314	0.9979751812116809	760561.92
50	0.01	50	0.0001	1.35003917454	1.1619118617799098	246636.88
50	0.01	50	0.001	1.35003917454	1.1619118617799098	245604.5
50	0.01	50	0.01	1.35003917454	1.1619118617799098	246737.45
50	0.01	100	0.0001	1.35003917454	1.1619118617799098	491793.17
50	0.01	100	0.001	1.35003917454	1.1619118617799098	492630.76
50	0.01	100	0.01	1.35003917454	1.1619118617799098	491859.28
50	0.01	200	0.0001	1.35003917454	1.1619118617799098	984066.02
50	0.01	200	0.001	1.35003917454	1.1619118617799098	984592.19
50	0.01	200	0.01	1.35003917454	1.1619118617799098	985515.58
50	0.1	50	0.0001	1.13015002003	1.0630851424185603	243707.48
50	0.1	50	0.001	1.13015002003	1.0630851424185603	247944.88
50	0.1	50	0.01	1.13015002003	1.0630851424185603	243483.13
50	0.1	100	0.0001	1.13015002003	1.0630851424185603	492620.56
50	0.1	100	0.001	1.13015002003	1.0630851424185603	492066.26
50	0.1	100	0.01	1.13015002003	1.0630851424185603	492586.54
50	0.1	200	0.0001	1.13015002003	1.0630851424185603	984852.34
50	0.1	200	0.001	1.13015002003	1.0630851424185603	986107.28
50	0.1	200	0.01	1.13015002003	1.0630851424185603	986144.73
50	1.0	50	0.0001	1.03948505759	1.01955140016902	247203.04
50	1.0	50	0.001	1.03948505759	1.01955140016902	245321.98
50	1.0	50	0.01	1.03948505759	1.01955140016902	247221.72
50	1.0	100	0.0001	1.03948505759	1.01955140016902	492691.33
50	1.0	100	0.001	1.03948505759	1.01955140016902	492699.65
50	1.0	100	0.01	1.03948505759	1.01955140016902	490568.58
50	1.0	200	0.0001	1.03948505759	1.01955140016902	980448.04
50	1.0	200	0.001	1.03948505759	1.01955140016902	979285.94
50	1.0	200	0.01	1.03948505759	1.01955140016902	986566.61
50	10.0	50	0.0001	0.994950426592	0.9974720179493491	244702.41
50	10.0	50	0.001	0.994950426592	0.9974720179493491	244303.56
50	10.0	50	0.01	0.994950426592	0.9974720179493491	253303.38
50	10.0	100	0.0001	0.994950426592	0.9974720179493491	528325.91
50	10.0	100	0.001	0.994950426592	0.9974720179493491	532869.51
50	10.0	100	0.01	0.994950426592	0.9974720179493491	533812.06
50	10.0	200	0.0001	0.994950426592	0.9974720179493491	982370.83
50	10.0	200	0.001	0.994950426592	0.9974720179493491	999926.51
50	10.0	200	0.01	0.994950426592	0.9974720179493491	1016578.18
